codigo;estabelecimento_prisional;sexo;faixa_etaria_01_jan;ano_registro;mes_numerico_01;mes_registro_01;qtde
38;Presídio de Ribeirão das Neves I;Masculino;Faixa Etária 30 a 34 anos;2022;1;jan;305,0
38;Presídio de Ribeirão das Neves I;Masculino;Faixa Etária 35 a 39 anos;2022;1;jan;206,0
38;Presídio de Ribeirão das Neves I;Masculino;Faixa Etária 40 a 44 anos;2022;1;jan;129,0
38;Presídio de Ribeirão das Neves I;Masculino;Faixa Etária 45 a 49 anos;2022;1;jan;57,0
38;Presídio de Ribeirão das Neves I;Masculino;Faixa Etária 50 a 54 anos;2022;1;jan;31,0
38;Presídio de Ribeirão das Neves I;Masculino;Faixa Etária 55 a 59 anos;2022;1;jan;14,0
38;Presídio de Ribeirão das Neves I;Masculino;Faixa Etária 60 a 64 anos;2022;1;jan;1,0
38;Presídio de Ribeirão das Neves I;Masculino;Faixa Etária 65 a 69 anos;2022;1;jan;4,0
38;Presídio de Ribeirão das Neves I;Masculino;Faixa Etária 70 a 74 anos;2022;1;jan;1,0
39;Apac Pedra Azul I;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;7,0
39;Apac Pedra Azul I;Masculino;Faixa Etária 25 a 29 anos;2022;1;jan;19,0
39;Apac Pedra Azul I;Masculino;Faixa Etária 30 a 34 anos;2022;1;jan;5,0
39;Apac Pedra Azul I;Masculino;Faixa Etária 35 a 39 anos;2022;1;jan;5,0
39;Apac Pedra Azul I;Masculino;Faixa Etária 40 a 44 anos;2022;1;jan;5,0
39;Apac Pedra Azul I;Masculino;Faixa Etária 50 a 54 anos;2022;1;jan;1,0
39;Penitenciária de Segurança Máxima de Francisco Sá;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;29,0
39;Penitenciária de Segurança Máxima de Francisco Sá;Masculino;Faixa Etária 25 a 29 anos;2022;1;jan;99,0
39;Penitenciária de Segurança Máxima de Francisco Sá;Masculino;Faixa Etária 30 a 34 anos;2022;1;jan;128,0
39;Penitenciária de Segurança Máxima de Francisco Sá;Masculino;Faixa Etária 35 a 39 anos;2022;1;jan;112,0
39;Penitenciária de Segurança Máxima de Francisco Sá;Masculino;Faixa Etária 40 a 44 anos;2022;1;jan;82,0
39;Penitenciária de Segurança Máxima de Francisco Sá;Masculino;Faixa Etária 45 a 49 anos;2022;1;jan;38,0
39;Penitenciária de Segurança Máxima de Francisco Sá;Masculino;Faixa Etária 50 a 54 anos;2022;1;jan;7,0
39;Penitenciária de Segurança Máxima de Francisco Sá;Masculino;Faixa Etária 55 a 59 anos;2022;1;jan;5,0
39;Penitenciária de Segurança Máxima de Francisco Sá;Masculino;Faixa Etária 60 a 64 anos;2022;1;jan;2,0
40;Presídio de Nova Serrana I;Masculino;Faixa Etária 18 a 19 anos;2022;1;jan;8,0
40;Presídio de Nova Serrana I;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;88,0
40;Presídio de Nova Serrana I;Masculino;Faixa Etária 25 a 29 anos;2022;1;jan;87,0
40;Presídio de Nova Serrana I;Masculino;Faixa Etária 30 a 34 anos;2022;1;jan;41,0
40;Presídio de Nova Serrana I;Masculino;Faixa Etária 35 a 39 anos;2022;1;jan;20,0
40;Presídio de Nova Serrana I;Masculino;Faixa Etária 40 a 44 anos;2022;1;jan;13,0
40;Presídio de Nova Serrana I;Masculino;Faixa Etária 45 a 49 anos;2022;1;jan;8,0
40;Presídio de Nova Serrana I;Masculino;Faixa Etária 50 a 54 anos;2022;1;jan;5,0
40;Presídio de Nova Serrana I;Masculino;Faixa Etária 55 a 59 anos;2022;1;jan;3,0
40;Presídio de Nova Serrana I;Masculino;Faixa Etária 60 a 64 anos;2022;1;jan;2,0
40;Presídio de Nova Serrana I;Masculino;Faixa Etária 65 a 69 anos;2022;1;jan;2,0
41;Apac Pouso Alegre Ii;Feminino;Faixa Etária 20 a 24 anos;2022;1;jan;1,0
41;Apac Pouso Alegre Ii;Feminino;Faixa Etária 25 a 29 anos;2022;1;jan;5,0
41;Apac Pouso Alegre Ii;Feminino;Faixa Etária 30 a 34 anos;2022;1;jan;5,0
41;Apac Pouso Alegre Ii;Feminino;Faixa Etária 35 a 39 anos;2022;1;jan;5,0
41;Apac Pouso Alegre Ii;Feminino;Faixa Etária 40 a 44 anos;2022;1;jan;4,0
41;Apac Pouso Alegre Ii;Feminino;Faixa Etária 45 a 49 anos;2022;1;jan;6,0
41;Apac Pouso Alegre Ii;Feminino;Faixa Etária 50 a 54 anos;2022;1;jan;2,0
41;Apac Pouso Alegre Ii;Feminino;Faixa Etária 55 a 59 anos;2022;1;jan;1,0
41;Presídio de Araçuaí I;Masculino;Faixa Etária 18 a 19 anos;2022;1;jan;1,0
41;Presídio de Araçuaí I;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;26,0
41;Presídio de Araçuaí I;Masculino;Faixa Etária 25 a 29 anos;2022;1;jan;24,0
41;Presídio de Araçuaí I;Masculino;Faixa Etária 30 a 34 anos;2022;1;jan;18,0
41;Presídio de Araçuaí I;Masculino;Faixa Etária 35 a 39 anos;2022;1;jan;16,0
41;Presídio de Araçuaí I;Masculino;Faixa Etária 40 a 44 anos;2022;1;jan;20,0
41;Presídio de Araçuaí I;Masculino;Faixa Etária 45 a 49 anos;2022;1;jan;12,0
41;Presídio de Araçuaí I;Masculino;Faixa Etária 50 a 54 anos;2022;1;jan;7,0
41;Presídio de Araçuaí I;Masculino;Faixa Etária 55 a 59 anos;2022;1;jan;3,0
41;Presídio de Araçuaí I;Masculino;Faixa Etária 60 a 64 anos;2022;1;jan;
41;Presídio de Araçuaí I;Masculino;Faixa Etária 65 a 69 anos;2022;1;jan;2,0
41;Presídio de Araçuaí I;Masculino;Faixa Etária 70 a 74 anos;2022;1;jan;1,0
41;Presídio de Araçuaí I;Masculino;Faixa Etária 75 a 79 anos;2022;1;jan;
42;Apac Conselheiro Lafaiete I;Feminino;Faixa Etária 20 a 24 anos;2022;1;jan;1,0
42;Apac Conselheiro Lafaiete I;Feminino;Faixa Etária 25 a 29 anos;2022;1;jan;1,0
42;Apac Conselheiro Lafaiete I;Masculino;Faixa Etária 18 a 19 anos;2022;1;jan;1,0
42;Apac Conselheiro Lafaiete I;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;31,0
42;Apac Conselheiro Lafaiete I;Masculino;Faixa Etária 25 a 29 anos;2022;1;jan;59,0
42;Apac Conselheiro Lafaiete I;Masculino;Faixa Etária 30 a 34 anos;2022;1;jan;47,0
42;Apac Conselheiro Lafaiete I;Masculino;Faixa Etária 35 a 39 anos;2022;1;jan;32,0
42;Apac Conselheiro Lafaiete I;Masculino;Faixa Etária 40 a 44 anos;2022;1;jan;27,0
42;Apac Conselheiro Lafaiete I;Masculino;Faixa Etária 45 a 49 anos;2022;1;jan;11,0
42;Apac Conselheiro Lafaiete I;Masculino;Faixa Etária 50 a 54 anos;2022;1;jan;6,0
42;Apac Conselheiro Lafaiete I;Masculino;Faixa Etária 55 a 59 anos;2022;1;jan;5,0
42;Apac Conselheiro Lafaiete I;Masculino;Faixa Etária 60 a 64 anos;2022;1;jan;4,0
42;Apac Conselheiro Lafaiete I;Masculino;Faixa Etária 65 a 69 anos;2022;1;jan;
42;Apac Conselheiro Lafaiete I;Masculino;Faixa Etária 70 a 74 anos;2022;1;jan;2,0
42;Apac Conselheiro Lafaiete I;Masculino;Faixa Etária 75 a 79 anos;2022;1;jan;1,0
42;Centro de Ressocialização e Pré-Soltura de Ribeirã;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;14,0
42;Centro de Ressocialização e Pré-Soltura de Ribeirã;Masculino;Faixa Etária 25 a 29 anos;2022;1;jan;29,0
42;Centro de Ressocialização e Pré-Soltura de Ribeirã;Masculino;Faixa Etária 30 a 34 anos;2022;1;jan;13,0
42;Centro de Ressocialização e Pré-Soltura de Ribeirã;Masculino;Faixa Etária 35 a 39 anos;2022;1;jan;12,0
42;Centro de Ressocialização e Pré-Soltura de Ribeirã;Masculino;Faixa Etária 40 a 44 anos;2022;1;jan;6,0
42;Centro de Ressocialização e Pré-Soltura de Ribeirã;Masculino;Faixa Etária 45 a 49 anos;2022;1;jan;7,0
42;Centro de Ressocialização e Pré-Soltura de Ribeirã;Masculino;Faixa Etária 50 a 54 anos;2022;1;jan;4,0
42;Centro de Ressocialização e Pré-Soltura de Ribeirã;Masculino;Faixa Etária 55 a 59 anos;2022;1;jan;2,0
42;Centro de Ressocialização e Pré-Soltura de Ribeirã;Masculino;Faixa Etária 60 a 64 anos;2022;1;jan;1,0
43;Presídio de Viçosa I;Feminino;Faixa Etária 20 a 24 anos;2022;1;jan;1,0
43;Presídio de Viçosa I;Feminino;Faixa Etária 25 a 29 anos;2022;1;jan;1,0
43;Presídio de Viçosa I;Masculino;Faixa Etária 18 a 19 anos;2022;1;jan;7,0
43;Presídio de Viçosa I;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;92,0
43;Presídio de Viçosa I;Masculino;Faixa Etária 25 a 29 anos;2022;1;jan;66,0
43;Presídio de Viçosa I;Masculino;Faixa Etária 30 a 34 anos;2022;1;jan;43,0
43;Presídio de Viçosa I;Masculino;Faixa Etária 35 a 39 anos;2022;1;jan;33,0
43;Presídio de Viçosa I;Masculino;Faixa Etária 40 a 44 anos;2022;1;jan;24,0
43;Presídio de Viçosa I;Masculino;Faixa Etária 45 a 49 anos;2022;1;jan;9,0
43;Presídio de Viçosa I;Masculino;Faixa Etária 50 a 54 anos;2022;1;jan;6,0
43;Presídio de Viçosa I;Masculino;Faixa Etária 55 a 59 anos;2022;1;jan;
43;Presídio de Viçosa I;Masculino;Faixa Etária 60 a 64 anos;2022;1;jan;2,0
43;Presídio de Viçosa I;Masculino;Faixa Etária 65 a 69 anos;2022;1;jan;1,0
44;Presídio de Ribeirão das Neves Ii-Inspetor José MA;Masculino;Faixa Etária 18 a 19 anos;2022;1;jan;41,0
44;Presídio de Ribeirão das Neves Ii-Inspetor José MA;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;320,0
44;Presídio de Ribeirão das Neves Ii-Inspetor José MA;Masculino;Faixa Etária 25 a 29 anos;2022;1;jan;381,0
44;Presídio de Ribeirão das Neves Ii-Inspetor José MA;Masculino;Faixa Etária 30 a 34 anos;2022;1;jan;391,0
44;Presídio de Ribeirão das Neves Ii-Inspetor José MA;Masculino;Faixa Etária 35 a 39 anos;2022;1;jan;335,0
44;Presídio de Ribeirão das Neves Ii-Inspetor José MA;Masculino;Faixa Etária 40 a 44 anos;2022;1;jan;323,0
44;Presídio de Ribeirão das Neves Ii-Inspetor José MA;Masculino;Faixa Etária 45 a 49 anos;2022;1;jan;176,0
44;Presídio de Ribeirão das Neves Ii-Inspetor José MA;Masculino;Faixa Etária 50 a 54 anos;2022;1;jan;129,0
44;Presídio de Ribeirão das Neves Ii-Inspetor José MA;Masculino;Faixa Etária 55 a 59 anos;2022;1;jan;62,0
44;Presídio de Ribeirão das Neves Ii-Inspetor José MA;Masculino;Faixa Etária 60 a 64 anos;2022;1;jan;54,0
44;Presídio de Ribeirão das Neves Ii-Inspetor José MA;Masculino;Faixa Etária 65 a 69 anos;2022;1;jan;38,0
44;Presídio de Ribeirão das Neves Ii-Inspetor José MA;Masculino;Faixa Etária 70 a 74 anos;2022;1;jan;18,0
44;Presídio de Ribeirão das Neves Ii-Inspetor José MA;Masculino;Faixa Etária 75 a 79 anos;2022;1;jan;11,0
44;Presídio de Ribeirão das Neves Ii-Inspetor José MA;Masculino;Faixa Etária Mais de 80 anos;2022;1;jan;2,0
45;Apac Inhapim I;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;6,0
45;Apac Inhapim I;Masculino;Faixa Etária 25 a 29 anos;2022;1;jan;9,0
45;Apac Inhapim I;Masculino;Faixa Etária 30 a 34 anos;2022;1;jan;22,0
45;Apac Inhapim I;Masculino;Faixa Etária 35 a 39 anos;2022;1;jan;12,0
45;Apac Inhapim I;Masculino;Faixa Etária 40 a 44 anos;2022;1;jan;10,0
45;Apac Inhapim I;Masculino;Faixa Etária 45 a 49 anos;2022;1;jan;5,0
45;Apac Inhapim I;Masculino;Faixa Etária 50 a 54 anos;2022;1;jan;
45;Apac Inhapim I;Masculino;Faixa Etária 55 a 59 anos;2022;1;jan;2,0
45;Apac Inhapim I;Masculino;Faixa Etária 60 a 64 anos;2022;1;jan;2,0
45;Apac Inhapim I;Masculino;Faixa Etária 65 a 69 anos;2022;1;jan;1,0
45;Apac Inhapim I;Masculino;Faixa Etária 70 a 74 anos;2022;1;jan;
46;Apac Rio Piracicaba I;Feminino;Faixa Etária 20 a 24 anos;2022;1;jan;4,0
46;Apac Rio Piracicaba I;Feminino;Faixa Etária 25 a 29 anos;2022;1;jan;13,0
46;Apac Rio Piracicaba I;Feminino;Faixa Etária 30 a 34 anos;2022;1;jan;3,0
46;Apac Rio Piracicaba I;Feminino;Faixa Etária 35 a 39 anos;2022;1;jan;12,0
46;Apac Rio Piracicaba I;Feminino;Faixa Etária 40 a 44 anos;2022;1;jan;7,0
46;Apac Rio Piracicaba I;Feminino;Faixa Etária 45 a 49 anos;2022;1;jan;4,0
46;Apac Rio Piracicaba I;Feminino;Faixa Etária 50 a 54 anos;2022;1;jan;4,0
46;Apac Rio Piracicaba I;Feminino;Faixa Etária 55 a 59 anos;2022;1;jan;2,0
46;Apac Rio Piracicaba I;Feminino;Faixa Etária 60 a 64 anos;2022;1;jan;1,0
46;Apac Rio Piracicaba I;Feminino;Faixa Etária 75 a 79 anos;2022;1;jan;1,0
46;Penitenciária de Uberaba I;Feminino;Faixa Etária 18 a 19 anos;2022;1;jan;1,0
46;Penitenciária de Uberaba I;Feminino;Faixa Etária 20 a 24 anos;2022;1;jan;12,0
46;Penitenciária de Uberaba I;Feminino;Faixa Etária 25 a 29 anos;2022;1;jan;10,0
46;Penitenciária de Uberaba I;Feminino;Faixa Etária 30 a 34 anos;2022;1;jan;16,0
46;Penitenciária de Uberaba I;Feminino;Faixa Etária 35 a 39 anos;2022;1;jan;14,0
46;Penitenciária de Uberaba I;Feminino;Faixa Etária 40 a 44 anos;2022;1;jan;13,0
46;Penitenciária de Uberaba I;Feminino;Faixa Etária 45 a 49 anos;2022;1;jan;12,0
46;Penitenciária de Uberaba I;Feminino;Faixa Etária 50 a 54 anos;2022;1;jan;3,0
46;Penitenciária de Uberaba I;Feminino;Faixa Etária 60 a 64 anos;2022;1;jan;1,0
46;Penitenciária de Uberaba I;Feminino;Faixa Etária 65 a 69 anos;2022;1;jan;
46;Penitenciária de Uberaba I;Feminino;Faixa Etária 75 a 79 anos;2022;1;jan;
46;Penitenciária de Uberaba I;Masculino;Faixa Etária 18 a 19 anos;2022;1;jan;13,0
46;Penitenciária de Uberaba I;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;210,0
46;Penitenciária de Uberaba I;Masculino;Faixa Etária 25 a 29 anos;2022;1;jan;336,0
46;Penitenciária de Uberaba I;Masculino;Faixa Etária 30 a 34 anos;2022;1;jan;302,0
46;Penitenciária de Uberaba I;Masculino;Faixa Etária 35 a 39 anos;2022;1;jan;205,0
46;Penitenciária de Uberaba I;Masculino;Faixa Etária 40 a 44 anos;2022;1;jan;174,0
46;Penitenciária de Uberaba I;Masculino;Faixa Etária 45 a 49 anos;2022;1;jan;80,0
46;Penitenciária de Uberaba I;Masculino;Faixa Etária 50 a 54 anos;2022;1;jan;33,0
46;Penitenciária de Uberaba I;Masculino;Faixa Etária 55 a 59 anos;2022;1;jan;26,0
46;Penitenciária de Uberaba I;Masculino;Faixa Etária 60 a 64 anos;2022;1;jan;10,0
46;Penitenciária de Uberaba I;Masculino;Faixa Etária 65 a 69 anos;2022;1;jan;3,0
46;Penitenciária de Uberaba I;Masculino;Faixa Etária 70 a 74 anos;2022;1;jan;2,0
46;Penitenciária de Uberaba I;Masculino;Faixa Etária 75 a 79 anos;2022;1;jan;1,0
47;Apac Salinas I;Feminino;Faixa Etária 55 a 59 anos;2022;1;jan;1,0
47;Apac Salinas I;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;2,0
47;Apac Salinas I;Masculino;Faixa Etária 25 a 29 anos;2022;1;jan;4,0
47;Apac Salinas I;Masculino;Faixa Etária 30 a 34 anos;2022;1;jan;5,0
47;Apac Salinas I;Masculino;Faixa Etária 35 a 39 anos;2022;1;jan;5,0
47;Apac Salinas I;Masculino;Faixa Etária 40 a 44 anos;2022;1;jan;3,0
47;Apac Salinas I;Masculino;Faixa Etária 45 a 49 anos;2022;1;jan;2,0
47;Apac Salinas I;Masculino;Faixa Etária 50 a 54 anos;2022;1;jan;6,0
47;Apac Salinas I;Masculino;Faixa Etária 55 a 59 anos;2022;1;jan;4,0
47;Apac Salinas I;Masculino;Faixa Etária 60 a 64 anos;2022;1;jan;
47;Apac Salinas I;Masculino;Faixa Etária 65 a 69 anos;2022;1;jan;1,0
47;Apac Salinas I;Masculino;Faixa Etária 70 a 74 anos;2022;1;jan;1,0
47;Penitenciária de Patrocínio I;Feminino;Faixa Etária 18 a 19 anos;2022;1;jan;1,0
47;Penitenciária de Patrocínio I;Feminino;Faixa Etária 20 a 24 anos;2022;1;jan;1,0
47;Penitenciária de Patrocínio I;Feminino;Faixa Etária 30 a 34 anos;2022;1;jan;1,0
47;Penitenciária de Patrocínio I;Masculino;Faixa Etária 18 a 19 anos;2022;1;jan;1,0
47;Penitenciária de Patrocínio I;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;94,0
47;Penitenciária de Patrocínio I;Masculino;Faixa Etária 25 a 29 anos;2022;1;jan;210,0
47;Penitenciária de Patrocínio I;Masculino;Faixa Etária 30 a 34 anos;2022;1;jan;221,0
47;Penitenciária de Patrocínio I;Masculino;Faixa Etária 35 a 39 anos;2022;1;jan;131,0
47;Penitenciária de Patrocínio I;Masculino;Faixa Etária 40 a 44 anos;2022;1;jan;94,0
47;Penitenciária de Patrocínio I;Masculino;Faixa Etária 45 a 49 anos;2022;1;jan;33,0
47;Penitenciária de Patrocínio I;Masculino;Faixa Etária 50 a 54 anos;2022;1;jan;15,0
47;Penitenciária de Patrocínio I;Masculino;Faixa Etária 55 a 59 anos;2022;1;jan;8,0
47;Penitenciária de Patrocínio I;Masculino;Faixa Etária 60 a 64 anos;2022;1;jan;5,0
47;Penitenciária de Patrocínio I;Masculino;Faixa Etária 65 a 69 anos;2022;1;jan;1,0
47;Penitenciária de Patrocínio I;Masculino;Faixa Etária 70 a 74 anos;2022;1;jan;2,0
48;Apac Araxá I;Feminino;Faixa Etária 30 a 34 anos;2022;1;jan;1,0
48;Apac Araxá I;Masculino;Faixa Etária 18 a 19 anos;2022;1;jan;1,0
48;Apac Araxá I;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;13,0
48;Apac Araxá I;Masculino;Faixa Etária 25 a 29 anos;2022;1;jan;27,0
48;Apac Araxá I;Masculino;Faixa Etária 30 a 34 anos;2022;1;jan;24,0
48;Apac Araxá I;Masculino;Faixa Etária 35 a 39 anos;2022;1;jan;12,0
48;Apac Araxá I;Masculino;Faixa Etária 40 a 44 anos;2022;1;jan;10,0
48;Apac Araxá I;Masculino;Faixa Etária 45 a 49 anos;2022;1;jan;9,0
48;Apac Araxá I;Masculino;Faixa Etária 50 a 54 anos;2022;1;jan;2,0
48;Apac Araxá I;Masculino;Faixa Etária 55 a 59 anos;2022;1;jan;3,0
48;Apac Araxá I;Masculino;Faixa Etária 65 a 69 anos;2022;1;jan;1,0
48;Penitenciária de Muriaé I;Masculino;Faixa Etária 18 a 19 anos;2022;1;jan;1,0
48;Penitenciária de Muriaé I;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;113,0
48;Penitenciária de Muriaé I;Masculino;Faixa Etária 25 a 29 anos;2022;1;jan;199,0
48;Penitenciária de Muriaé I;Masculino;Faixa Etária 30 a 34 anos;2022;1;jan;195,0
48;Penitenciária de Muriaé I;Masculino;Faixa Etária 35 a 39 anos;2022;1;jan;154,0
48;Penitenciária de Muriaé I;Masculino;Faixa Etária 40 a 44 anos;2022;1;jan;105,0
48;Penitenciária de Muriaé I;Masculino;Faixa Etária 45 a 49 anos;2022;1;jan;44,0
48;Penitenciária de Muriaé I;Masculino;Faixa Etária 50 a 54 anos;2022;1;jan;32,0
48;Penitenciária de Muriaé I;Masculino;Faixa Etária 55 a 59 anos;2022;1;jan;16,0
48;Penitenciária de Muriaé I;Masculino;Faixa Etária 60 a 64 anos;2022;1;jan;14,0
48;Penitenciária de Muriaé I;Masculino;Faixa Etária 65 a 69 anos;2022;1;jan;7,0
48;Penitenciária de Muriaé I;Masculino;Faixa Etária 70 a 74 anos;2022;1;jan;1,0
48;Penitenciária de Muriaé I;Masculino;Faixa Etária 75 a 79 anos;2022;1;jan;1,0
48;Penitenciária de Muriaé I;Masculino;Faixa Etária Mais de 80 anos;2022;1;jan;2,0
49;Penitenciária de Três Corações I;Feminino;Faixa Etária 18 a 19 anos;2022;1;jan;2,0
49;Penitenciária de Três Corações I;Feminino;Faixa Etária 20 a 24 anos;2022;1;jan;13,0
49;Penitenciária de Três Corações I;Feminino;Faixa Etária 25 a 29 anos;2022;1;jan;20,0
49;Penitenciária de Três Corações I;Feminino;Faixa Etária 30 a 34 anos;2022;1;jan;14,0
49;Penitenciária de Três Corações I;Feminino;Faixa Etária 35 a 39 anos;2022;1;jan;18,0
49;Penitenciária de Três Corações I;Feminino;Faixa Etária 40 a 44 anos;2022;1;jan;13,0
49;Penitenciária de Três Corações I;Feminino;Faixa Etária 45 a 49 anos;2022;1;jan;5,0
49;Penitenciária de Três Corações I;Feminino;Faixa Etária 50 a 54 anos;2022;1;jan;4,0
49;Penitenciária de Três Corações I;Feminino;Faixa Etária 55 a 59 anos;2022;1;jan;3,0
49;Penitenciária de Três Corações I;Feminino;Faixa Etária 60 a 64 anos;2022;1;jan;1,0
49;Penitenciária de Três Corações I;Masculino;Faixa Etária 18 a 19 anos;2022;1;jan;7,0
49;Penitenciária de Três Corações I;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;158,0
49;Penitenciária de Três Corações I;Masculino;Faixa Etária 25 a 29 anos;2022;1;jan;299,0
49;Penitenciária de Três Corações I;Masculino;Faixa Etária 30 a 34 anos;2022;1;jan;253,0
49;Penitenciária de Três Corações I;Masculino;Faixa Etária 35 a 39 anos;2022;1;jan;160,0
49;Penitenciária de Três Corações I;Masculino;Faixa Etária 40 a 44 anos;2022;1;jan;114,0
49;Penitenciária de Três Corações I;Masculino;Faixa Etária 45 a 49 anos;2022;1;jan;52,0
49;Penitenciária de Três Corações I;Masculino;Faixa Etária 50 a 54 anos;2022;1;jan;29,0
49;Penitenciária de Três Corações I;Masculino;Faixa Etária 55 a 59 anos;2022;1;jan;11,0
49;Penitenciária de Três Corações I;Masculino;Faixa Etária 60 a 64 anos;2022;1;jan;8,0
49;Penitenciária de Três Corações I;Masculino;Faixa Etária 65 a 69 anos;2022;1;jan;3,0
49;Penitenciária de Três Corações I;Masculino;Faixa Etária 70 a 74 anos;2022;1;jan;3,0
50;Apac Patos de Minas I;Masculino;Faixa Etária 18 a 19 anos;2022;1;jan;
50;Apac Patos de Minas I;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;16,0
50;Apac Patos de Minas I;Masculino;Faixa Etária 25 a 29 anos;2022;1;jan;21,0
50;Apac Patos de Minas I;Masculino;Faixa Etária 30 a 34 anos;2022;1;jan;20,0
50;Apac Patos de Minas I;Masculino;Faixa Etária 35 a 39 anos;2022;1;jan;20,0
50;Apac Patos de Minas I;Masculino;Faixa Etária 40 a 44 anos;2022;1;jan;12,0
50;Apac Patos de Minas I;Masculino;Faixa Etária 45 a 49 anos;2022;1;jan;3,0
50;Apac Patos de Minas I;Masculino;Faixa Etária 50 a 54 anos;2022;1;jan;2,0
50;Apac Patos de Minas I;Masculino;Faixa Etária 55 a 59 anos;2022;1;jan;
50;Presídio de Vespasiano I;Feminino;Faixa Etária 18 a 19 anos;2022;1;jan;11,0
50;Presídio de Vespasiano I;Feminino;Faixa Etária 20 a 24 anos;2022;1;jan;59,0
50;Presídio de Vespasiano I;Feminino;Faixa Etária 25 a 29 anos;2022;1;jan;53,0
50;Presídio de Vespasiano I;Feminino;Faixa Etária 30 a 34 anos;2022;1;jan;38,0
50;Presídio de Vespasiano I;Feminino;Faixa Etária 35 a 39 anos;2022;1;jan;31,0
50;Presídio de Vespasiano I;Feminino;Faixa Etária 40 a 44 anos;2022;1;jan;26,0
50;Presídio de Vespasiano I;Feminino;Faixa Etária 45 a 49 anos;2022;1;jan;8,0
50;Presídio de Vespasiano I;Feminino;Faixa Etária 50 a 54 anos;2022;1;jan;8,0
50;Presídio de Vespasiano I;Feminino;Faixa Etária 55 a 59 anos;2022;1;jan;3,0
50;Presídio de Vespasiano I;Feminino;Faixa Etária 60 a 64 anos;2022;1;jan;3,0
50;Presídio de Vespasiano I;Feminino;Faixa Etária 65 a 69 anos;2022;1;jan;1,0
50;Presídio de Vespasiano I;Feminino;Faixa Etária 70 a 74 anos;2022;1;jan;
50;Presídio de Vespasiano I;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;
51;Apac Conselheiro Lafaiete Ii;Feminino;Faixa Etária 20 a 24 anos;2022;1;jan;4,0
51;Apac Conselheiro Lafaiete Ii;Feminino;Faixa Etária 25 a 29 anos;2022;1;jan;7,0
51;Apac Conselheiro Lafaiete Ii;Feminino;Faixa Etária 30 a 34 anos;2022;1;jan;11,0
51;Apac Conselheiro Lafaiete Ii;Feminino;Faixa Etária 35 a 39 anos;2022;1;jan;9,0
51;Apac Conselheiro Lafaiete Ii;Feminino;Faixa Etária 40 a 44 anos;2022;1;jan;8,0
51;Apac Conselheiro Lafaiete Ii;Feminino;Faixa Etária 45 a 49 anos;2022;1;jan;5,0
51;Apac Conselheiro Lafaiete Ii;Feminino;Faixa Etária 50 a 54 anos;2022;1;jan;3,0
51;Apac Conselheiro Lafaiete Ii;Feminino;Faixa Etária 55 a 59 anos;2022;1;jan;4,0
51;Apac Conselheiro Lafaiete Ii;Feminino;Faixa Etária 60 a 64 anos;2022;1;jan;1,0
51;Apac Conselheiro Lafaiete Ii;Feminino;Faixa Etária 65 a 69 anos;2022;1;jan;1,0
51;Centro de Remanejamento Provisório de Governador V;Feminino;Faixa Etária 18 a 19 anos;2022;1;jan;
51;Centro de Remanejamento Provisório de Governador V;Feminino;Faixa Etária 20 a 24 anos;2022;1;jan;8,0
51;Centro de Remanejamento Provisório de Governador V;Feminino;Faixa Etária 25 a 29 anos;2022;1;jan;5,0
51;Centro de Remanejamento Provisório de Governador V;Feminino;Faixa Etária 30 a 34 anos;2022;1;jan;11,0
51;Centro de Remanejamento Provisório de Governador V;Feminino;Faixa Etária 35 a 39 anos;2022;1;jan;5,0
51;Centro de Remanejamento Provisório de Governador V;Feminino;Faixa Etária 40 a 44 anos;2022;1;jan;7,0
51;Centro de Remanejamento Provisório de Governador V;Feminino;Faixa Etária 45 a 49 anos;2022;1;jan;3,0
51;Centro de Remanejamento Provisório de Governador V;Feminino;Faixa Etária 50 a 54 anos;2022;1;jan;2,0
51;Centro de Remanejamento Provisório de Governador V;Feminino;Faixa Etária 55 a 59 anos;2022;1;jan;2,0
51;Centro de Remanejamento Provisório de Governador V;Feminino;Faixa Etária 60 a 64 anos;2022;1;jan;1,0
51;Centro de Remanejamento Provisório de Governador V;Masculino;Faixa Etária 18 a 19 anos;2022;1;jan;21,0
51;Centro de Remanejamento Provisório de Governador V;Masculino;Faixa Etária 20 a 24 anos;2022;1;jan;154,0
51;Centro de Remanejamento Provisório de Governador V;Masculino;Faixa Etária 25 a 29 anos;2022;1;jan;129,0
